dataid,total_consumption,mci_00,mci_01,mci_02,mci_03,mci_04,mci_05,mci_06,mci_07,mci_08,mci_09,mci_10,mci_11,mci_12,mci_13,mci_14,mci_15,mci_16,mci_17,mci_18,mci_19,mci_20,mci_21,mci_22,mci_23
6165,608.908,23.50107843,23.13160621,22.7190514,22.57812299,22.80758406,22.8843891,22.92550018,23.27057825,23.65646842,24.01342741,24.09380002,24.24842415,24.09266275,24.04560376,24.01027917,23.98489204,24.068555,24.68049531,24.92049788,24.8043112,24.88342542,24.42529665,24.03153942,23.74312669
4373,2194.473,23.52195308,23.01414313,22.73471234,22.57842078,22.84522876,22.82417391,22.96805892,23.17111577,23.6860475,23.94834594,24.08999311,24.22771853,24.06380064,24.04629258,24.09478335,23.99952653,24.080379,24.71131388,24.92188335,24.7875289,24.95267906,24.38683415,24.03026166,23.71825976
9235,489.474,23.46011021,23.06150159,22.71656273,22.55668687,22.79879135,22.84698551,22.91911946,23.19792785,23.62429069,23.92503492,24.10728451,24.17337944,24.10755858,24.04225258,24.03501302,23.95390665,24.02961957,24.68104526,24.9235698,24.7920728,24.87202973,24.42323104,24.03092025,23.67646209
2072,609.579,23.4968218,23.06543647,22.75843177,22.55479089,22.83088005,22.87817139,22.92662076,23.19490982,23.71604068,23.94190528,24.09811024,24.19658451,24.14196399,24.02732695,24.00781789,23.97727286,24.07183237,24.67621783,24.89232723,24.75948457,24.87222815,24.41892889,24.01055673,23.69083957
26,610.339,23.49751126,23.02507801,22.73868397,22.56066554,22.82403961,22.85096864,22.89762787,23.20966658,23.63985931,23.97309702,24.08062204,24.19480146,24.12612762,24.05549655,24.00310701,23.96998516,24.06355733,24.65018604,24.91604051,24.79275983,24.85374557,24.44998416,24.04732586,23.70513066
4633,1957.524,23.45412964,23.04647664,22.76022775,22.54787651,22.8402295,22.90649384,22.92809938,23.14457118,23.69307317,23.95789679,24.107548,24.215951,24.11841401,24.07326508,24.00994052,23.95319855,24.03879297,24.5405027,24.90393766,24.79224707,24.87350051,24.38611414,24.12833917,23.70082451
8218,652.745,23.48746514,23.08871827,22.7656907,22.53185576,22.79517882,22.85783322,22.89478508,23.23971851,23.71434602,23.97697384,24.06261741,24.21600567,24.16544857,23.96365039,23.9677873,23.96503575,24.05076048,24.62218164,24.93390549,24.78253972,24.87438682,24.45882807,24.03976856,23.70251822
6941,3016.889,23.50133981,23.04855163,22.7384267,22.55174369,22.82718223,22.85571526,22.91062887,23.20894622,23.6496343,23.95905917,24.06848644,24.1565654,24.12326729,24.03142819,24.01019455,23.98217275,24.0665343,24.65832674,24.91703982,24.78266249,24.8504701,24.45087955,24.04979113,23.69646272
7965,3634.991,23.48447685,23.05951606,22.74414035,22.57394578,22.81070302,22.90125356,22.83400634,23.27112282,23.57273855,24.04619794,24.06873979,24.15203177,24.11072051,24.05903659,24.00410133,23.97680341,23.98871514,24.66220299,24.92492655,24.77340203,24.77009464,24.52114048,24.03955509,23.58739734
2337,198.14,23.48724045,23.02835947,22.74041288,22.55327416,22.82711226,22.85567344,22.92202732,23.20748374,23.5993669,23.95596221,24.0682199,24.21336677,24.1306049,24.03373409,23.99163256,23.98272865,24.04863311,24.63442794,24.91229184,24.77986991,24.8533646,24.43908665,24.05125368,23.69746226
6691,4631.789,23.4855524,23.05042174,22.74512163,22.55446997,22.82868829,22.8928889,22.91824118,23.20617579,23.71144912,23.96956537,24.06797788,24.17004531,24.12993939,24.0371778,24.01312162,23.97329964,24.01157097,24.64945173,24.93119161,24.84509261,24.85188969,24.41680899,24.09873265,23.72166894
545,1405.365,23.46862179,23.05099383,22.73980755,22.56322836,22.84327921,22.85453791,22.93145209,23.23816396,23.65238951,23.95290544,24.04947779,24.18195141,24.15326412,24.05875411,24.03300849,23.97842924,24.03700242,24.68082957,24.93770676,24.79398182,24.820965,24.49341646,24.07067351,23.70160612
8741,773.27,23.48331239,23.07532756,22.80773141,22.55282442,22.84834847,22.85726408,23.10154555,23.19198347,23.64840603,23.91306399,24.02433967,24.17478863,24.08066814,24.06292348,23.99683015,23.97912648,24.03425083,24.68290552,24.87086774,24.77192719,24.86681641,24.40935199,24.01336375,23.74495271
2575,1692.903,23.52024378,23.06616562,22.71482198,22.56665852,22.82011277,22.88050174,22.96059485,23.28746638,23.65153082,23.96650022,24.05407899,24.22941358,24.14077983,24.03588577,24.0055419,23.98307328,24.05756684,24.64808783,24.92100657,24.77903612,24.85142065,24.45571882,24.03276403,23.7058979
8201,1220.536,23.49249341,23.09854128,22.73328563,22.55722615,22.82519449,22.84963721,22.91945824,23.21049538,23.64835836,23.95913157,24.09113338,24.23316847,24.06667642,24.11134918,23.99106926,24.02048745,24.03520973,24.7107913,24.92389959,24.81332699,24.86414199,24.46563343,24.03709806,23.70663954
9766,1851.176,23.48305499,23.04967875,22.77646751,22.55273143,22.82540035,22.8564933,22.9721804,23.24691987,23.62693278,23.97422815,24.066879,24.23801004,24.14513453,24.07474271,24.06888426,23.99269186,24.00604811,24.72501697,24.92281499,24.78738319,24.87370183,24.41407931,24.05675646,23.70639556
7951,1769.065,23.34328212,22.98392732,22.90034944,22.57046418,22.7621102,22.93575791,23.1773111,23.31887617,23.40883708,24.02096584,24.16279622,24.23831113,24.13484205,24.05946449,24.00276108,23.96716941,24.03567524,24.80683803,24.95528648,24.7727002,24.85494406,24.42663049,24.01706776,23.86020009
8197,4721.96,23.49264249,23.05795376,22.71132955,22.55295862,22.82461057,22.82752412,22.84918515,23.20755408,23.65541711,23.93909617,24.07082969,24.21961915,24.11610098,24.03520387,24.02738832,23.97963383,24.05269001,24.70852937,24.909581,24.79319726,24.79967288,24.47071633,24.03658316,23.6832907
4352,788.488,23.47887156,23.05333856,22.72358718,22.54559764,22.82133068,22.86949777,22.96338416,23.1855696,23.68506597,23.95798772,24.07483517,24.19804402,24.10078258,24.05906198,23.99810753,23.99695346,24.05139048,24.65821171,24.90792449,24.77917675,24.84539415,24.48103898,24.04034428,23.74616185
2818,1017.821,23.5532927,23.01679234,22.74425704,22.55577381,22.83407217,22.84234431,22.95251425,23.17374532,23.60558909,23.9886618,24.06108784,24.20433783,24.09420401,24.05060203,23.98912652,23.97337004,24.02167323,24.6601137,24.8263461,24.76576438,24.87028927,24.41345745,24.05186302,23.7354598
1283,1398.904,23.4977516,23.04576777,22.74015203,22.55490507,22.82397477,22.85335071,22.91182477,23.20955381,23.64804019,23.9500801,24.07032553,24.20975955,24.13523313,24.03427748,24.00107797,23.97767915,24.04700197,24.66062093,24.90593934,24.79256909,24.84714043,24.43567113,24.03439682,23.70371294
516,1754.106,23.50444377,22.9126943,22.74030837,22.5752262,22.82465024,22.82494448,22.93380835,23.35794903,23.69772714,24.00337211,24.02433712,24.21483322,24.10833806,24.01605682,24.04130628,23.99970914,24.05552601,24.65106445,24.98597782,24.79327231,24.92436121,24.53373166,24.03112833,23.70803725
9729,647.155,23.49445985,23.07144411,22.73432438,22.57628477,22.81360202,22.86911905,22.91593122,23.20273045,23.64228064,23.97761283,24.0492766,24.19904801,24.12501662,24.05545869,24.00146331,23.97990104,24.04598147,24.6410474,24.92157227,24.79645192,24.8429855,24.43043445,24.03301804,23.67316915
774,1763.002,23.49957023,23.04105053,22.74305924,22.55111297,22.82733358,22.85480814,22.8934769,23.20909513,23.65271321,23.97223646,24.07317961,24.20816085,24.12146807,24.0263314,24.00156668,23.98496072,24.05315253,24.6606774,24.91493446,24.78647971,24.8460798,24.44488714,24.03160474,23.70835566
7429,1512.053,23.50152628,23.08053237,22.72459458,22.60137484,22.82086636,22.82594174,22.88783382,23.2131981,23.62309154,23.99790615,24.02917857,24.2042317,24.14355024,24.0804766,24.02136031,24.01054274,24.03868212,24.645596,24.92337714,24.79487866,24.81538906,24.48754577,24.08249883,23.76563383
6148,2164.916,23.50391727,23.03480972,22.73572199,22.55488863,22.83016546,22.86129557,22.916518,23.20953876,23.6734617,23.98046954,24.07877575,24.21088424,24.11727852,24.02747888,24.0224425,23.96863598,24.05690435,24.69647609,24.93731633,24.78681527,24.87613264,24.44890597,24.0368884,23.71105019
4357,298.221,23.5055716,23.04721548,22.75937325,22.55668619,22.81869273,22.84918724,23.01977742,23.22886155,23.68577292,23.9333749,24.05143865,24.22625097,24.07956229,24.04428119,24.04362071,23.99834838,24.03389209,24.68671172,24.88546398,24.80328541,24.83727593,24.45552366,24.03103925,23.6986715
7940,1790.51,23.49400964,23.05285401,22.74310538,22.55267758,22.82048842,22.84494398,22.9100377,23.20091883,23.6605388,24.00029949,24.06714956,24.24172767,24.18165942,24.07928349,23.98310168,23.94538956,24.08936763,24.55885842,24.93138123,24.79574753,24.86705839,24.44468566,24.05463724,23.67175752
4874,1971.291,23.40497618,23.15311595,22.72918091,22.55830451,22.8124639,22.85827167,22.93198335,23.22203967,23.67781044,24.0335082,24.07365358,24.19748105,24.10894665,24.01759395,24.01077613,23.99172541,24.05071649,24.65935514,24.90525824,24.77792785,24.8166331,24.45570361,24.05495681,23.6981592
9484,3792.035,23.49908043,23.04243023,22.74723624,22.55012868,22.82674964,22.85327231,22.98683708,23.21584495,23.66119501,23.96915705,24.07936368,24.15710083,24.11289383,24.06553249,24.00604152,24.0046031,24.03372545,24.64674709,24.94670856,24.79833402,24.86333025,24.4797998,24.03654319,23.70104056
1800,833.552,23.44582287,23.0738042,22.73753721,22.55484847,22.83427472,22.85816799,22.93503652,23.21394491,23.67144904,24.00752466,24.06742416,24.24519359,24.12378194,24.03500865,24.00758471,23.96207654,24.07841391,24.58813939,24.90616951,24.78993327,24.88437501,24.41560874,24.00610653,23.70346577
3849,760.742,23.48256588,23.03282939,22.73396124,22.56566854,22.83306132,22.85596287,22.89947428,23.22960171,23.67828083,23.99870798,24.09564269,24.20792802,24.13711001,24.03506137,23.99147974,23.9453278,24.05005884,24.62341486,24.94410596,24.79700616,24.85155327,24.44579341,24.0399992,23.70304551
1801,1233.081,23.49576068,23.05509961,22.72158866,22.55835174,22.82063145,22.86318889,22.97004902,23.21108491,23.70658287,23.95049532,24.07005402,24.27890084,24.20123099,24.00016156,24.0214423,23.98060794,24.09057237,24.64110288,24.93796417,24.78732459,24.87050134,24.44977899,24.05177688,23.71756609
2829,1037.137,23.46432681,23.05570452,22.7756982,22.56674167,22.82802303,22.8460088,22.96205547,23.23860083,23.59826261,23.96757865,24.06368908,24.19559278,24.1262506,24.02110692,24.03157377,23.95353353,24.0808523,24.6690113,24.92259931,24.77244444,24.86162915,24.43102554,24.02882025,23.71928972
3104,1259.917,23.5118883,22.97500498,22.77402464,22.55541,22.84590259,22.81300673,22.96935686,23.24197786,23.662322,24.02844669,24.05458253,24.22439663,24.10086382,23.99615607,23.98373711,23.9511816,24.0002289,24.66614975,24.78089558,24.7933387,24.84017024,24.41277679,24.01625246,23.72637529
4641,310.251,23.51022634,23.02278404,22.73493857,22.55921432,22.8221912,22.86423787,23.03129939,23.19254773,23.63704626,23.98053119,24.07422608,24.22312079,24.05078545,24.01871581,24.01640889,24.00226674,24.05259688,24.65597361,24.92518645,24.77572102,24.87710279,24.44451512,24.02833766,23.72717802
9019,1488.548,23.48393352,23.04083181,22.73914451,22.56319309,22.82891452,22.84628094,22.92029013,23.19957831,23.67303502,23.96379058,24.06739028,24.19597096,24.1167872,24.0355449,24.00719969,23.97338583,24.03496578,24.66478587,24.91284194,24.78958924,24.85674819,24.44352777,24.04820759,23.69713304
821,838.61,23.49173571,22.97989815,22.75175848,22.55979025,22.8198207,22.84794092,22.90078217,23.24997387,23.6314427,23.95767505,24.07935666,24.19736314,24.0745079,24.15634666,24.06768124,24.08874677,24.1933052,24.61401135,24.89938491,24.78187343,24.86526874,24.44713321,24.03193925,23.67797714
1334,1030.783,23.50151785,23.02616319,22.74347256,22.56651989,22.83569982,22.84729642,22.89413655,23.23219995,23.65583852,23.96625861,24.06855401,24.19475249,24.07875609,23.99440676,24.02789763,23.96459027,24.0522776,24.65073076,24.91381765,24.77550916,24.88502691,24.43904391,24.04027431,23.6576155
7989,1182.26,23.50072948,23.0408188,22.73102749,22.56616233,22.84018257,22.85836476,22.90849613,23.20601117,23.56540654,23.98069587,24.05961964,24.2022912,24.11999354,24.01933769,24.00289799,23.97935286,24.11506634,24.66092356,24.91583476,24.78955573,24.85969287,24.48005933,24.03211714,23.70964033
8243,1073.855,23.49880154,23.05313404,22.73961766,22.55286364,22.82919049,22.85871431,22.92949572,23.21463703,23.71136496,23.9214418,24.06880053,24.22686963,24.11678788,24.03703039,24.01790038,23.98190617,24.0501692,24.65629015,24.91142286,24.79401635,24.85304093,24.43453478,24.04917572,23.70946686
3126,3961.561,23.51891446,23.07765958,22.74198035,22.56760891,22.82146323,22.85910837,22.91030958,23.16017549,23.66623525,23.94791554,24.06371059,24.19661805,24.14334263,24.04049688,24.00915777,23.97200546,24.04843148,24.65899309,24.9199134,24.81272484,24.85252833,24.53241961,24.03208524,23.7406605
4154,3520.971,23.49623192,23.02971376,22.82848434,22.58560731,22.85724703,22.93833663,22.92726669,23.17734077,23.66978633,24.04301187,24.07019281,24.2163102,24.09199237,24.10571772,24.00710269,24.01324046,24.02628016,24.60539484,24.89274486,24.78912661,24.80722807,24.4146747,24.04068483,23.72818323
2361,1052.167,23.49900464,23.05337505,22.74224928,22.55733987,22.83426285,22.81782064,22.85396014,23.1446064,23.64934687,23.97071237,24.06349833,24.20070587,24.12928807,24.02720449,24.05361453,24.00654699,24.03057991,24.64186614,24.92856871,24.78712045,24.83282731,24.45674589,24.03966848,23.73868015
7739,1179.586,23.44266627,23.0583044,22.73840473,22.55931172,22.81604562,22.82079269,22.9616862,23.2612484,23.62579434,23.986323,24.03949394,24.18239645,24.10021764,24.02788297,24.00406278,24.01859863,24.06439074,24.64760293,24.92255875,24.78619998,24.84018325,24.44506587,24.0269182,23.88417197
4920,1125.505,23.44631527,23.05478564,22.74845623,22.56036538,22.83219726,22.85735359,22.918254,23.21895946,23.67964357,23.96436928,24.06808493,24.2144722,24.10432818,24.02887703,24.01670295,23.98703661,24.04926463,24.68413409,24.92139818,24.78176605,24.84215691,24.46740362,24.04345383,23.71044882
9278,3342.483,23.46814095,22.95558856,22.74240357,22.60295845,22.84956809,22.87615318,22.99389696,23.24082428,23.56337077,23.88812661,24.09745486,24.24735633,24.12884505,24.03135688,23.96709446,24.02056652,24.08502391,24.62950488,24.92873126,24.80515974,24.90732826,24.45591521,24.0186144,23.65370636
59,5386.205,23.48340904,23.0283478,22.76292623,22.56575457,22.85554379,22.89232641,22.95464368,23.2224383,23.69619364,23.99409035,24.08443117,24.20183491,24.13254955,24.04730129,24.01483878,23.99029604,24.04818125,24.64871004,24.90258425,24.79640688,24.82884101,24.43198466,24.0175402,23.71847314
8767,1598.989,23.49504128,23.07976593,22.76012224,22.54161123,22.81354489,22.85843965,22.93891643,23.20715601,23.63603775,23.96003934,24.08432557,24.1984018,24.1008121,23.99493769,24.02222698,23.97814506,24.01141622,24.75113206,24.90808552,24.79841896,24.87827233,24.43870845,24.04340696,23.73206566
2365,664.598,23.48218105,23.03390972,22.74543531,22.55088537,22.82576335,22.86700935,22.90005599,23.21049137,23.6623176,23.9643739,24.05805316,24.20939157,24.12683868,24.02912225,24.00148657,23.96864903,24.1201813,24.6384372,24.93304345,24.80328424,24.84577757,24.44631354,24.05462033,23.69022144
4670,816.779,23.49997184,23.10483777,22.73884741,22.55802306,22.8243267,22.86243655,22.92301369,23.19800722,23.71603641,23.90183364,24.07400588,24.19152586,24.08997348,24.03167067,24.01056671,24.01718997,24.09569595,24.63610607,24.90075602,24.80555698,24.89002927,24.49461045,24.03677247,23.774674
1086,1021.773,23.51200853,23.04196255,22.74186012,22.55149795,22.82645283,22.85105964,22.88751491,23.19150758,23.62012616,23.94480699,24.08165148,24.19155294,24.1520972,24.02997212,24.01143417,23.98550802,24.07120211,24.64765191,24.91493535,24.79152291,24.85829221,24.44812984,24.03042315,23.7324552
7741,1672.224,23.49423695,23.07156349,22.74572183,22.55895288,22.82750402,22.85908437,22.96085113,23.20261318,23.70086353,24.05679543,24.06040484,24.2089489,24.11001335,24.02114125,23.97671528,23.98703885,24.05512983,24.66190997,24.91835318,24.78624809,24.85303722,24.42180019,24.04548786,23.73673022
6460,1118.594,23.49007097,23.06630101,22.74707909,22.55386273,22.83319641,22.86177747,22.91780471,23.20166093,23.6404814,23.96202696,24.07767593,24.2180988,24.11840174,24.01964817,24.00656028,23.9813925,24.04981766,24.6453337,24.9133685,24.80012482,24.85661485,24.44985005,24.0273965,23.68700439
575,656.05,23.55457693,22.99320886,22.7329163,22.5477412,22.83035341,22.89976215,22.96291558,23.20330318,23.64197765,23.95575313,24.07478652,24.20870233,24.16751463,24.02434067,24.09409497,23.9718317,24.04777009,24.71820138,24.91781962,24.77621017,24.87226844,24.41231648,23.97982003,23.75608095
1589,1205.163,23.51754243,22.9781721,22.72190809,22.56963324,22.82938269,22.87571904,22.93892302,23.2506766,23.58708152,23.98967374,24.07433461,24.21932242,24.12492716,24.0194737,24.01020434,23.99150233,24.0508417,24.65490864,24.88124729,24.78785385,24.85948221,24.44769766,24.04326771,23.71009295
9776,4002.579,23.5011943,23.03305197,22.73845492,22.56002417,22.83340627,22.84405493,22.91888587,23.22384337,23.65296356,23.9581302,24.06581258,24.26015731,24.14082682,24.04436782,24.00326277,24.02801477,24.04129357,24.64129556,24.91313994,24.80798971,24.85025299,24.43475973,24.03186984,23.72229558
547,872.14,23.49486183,23.05178742,22.73976158,22.55302013,22.82629015,22.85695637,22.91536747,23.2104543,23.65034444,23.96802043,24.07038449,24.20894437,24.12155258,24.03045166,24.00738566,23.97950288,24.04565116,24.64885322,24.92155806,24.78703515,24.86010024,24.43517419,24.03863807,23.69086638
3635,3088.802,23.52030635,23.03664847,22.72378016,22.53447103,22.81619253,22.84795528,22.92131936,23.21438464,23.84677111,24.03254553,24.10570136,24.16160375,24.10076034,24.02871685,24.01116562,24.02903154,24.04864098,24.65681763,24.92029898,24.78856318,24.84657929,24.43865518,24.03379817,23.6917636
9248,3428.998,23.43766819,23.02308151,22.74597971,22.55456069,22.82501176,22.85479725,22.93626892,23.26084106,23.64893579,23.97978965,24.06960128,24.21474373,24.11618242,24.04036598,24.01709798,23.97500979,24.05816543,24.67242911,24.90247283,24.7811346,24.88995827,24.49128909,24.03579953,23.70138533
7719,2473.835,23.46661696,23.04807702,22.74459617,22.5596761,22.82797224,22.86261846,22.89464198,23.2375928,23.66453564,23.95462298,24.05818034,24.23105011,24.11020057,24.06833739,24.01754857,24.03606917,24.02842457,24.65942678,24.91555589,24.7845853,24.85915505,24.50131634,24.04046865,23.70398824
3367,1810.247,23.48150904,23.04683903,22.75092192,22.57582073,22.86099923,22.84703269,22.8968768,23.21392483,23.66538659,24.02594642,24.09565107,24.28238232,24.19583061,24.04544104,24.00696632,23.96242578,24.06484679,24.66211806,24.93220255,24.77006484,24.84135982,24.42874959,24.04254613,23.70766646
7973,1639.717,23.51642516,23.05496668,22.71629526,22.54053993,22.798789,22.84888615,22.94148316,23.2500991,23.70494309,23.98246361,24.06771839,24.24131469,24.09086465,24.00268039,24.04686287,23.97139843,24.05941939,24.80780943,24.94212,24.7686112,24.86062696,24.31811438,24.05073852,23.73171526
1830,1064.87,23.50702258,23.04331434,22.73959455,22.55297339,22.8147509,22.83113436,22.94280162,23.2081546,23.63533704,23.97492709,24.07959704,24.2084171,24.11813668,23.98834672,23.94741798,23.96284429,24.05807557,24.73657798,24.88419745,24.79055517,24.85363107,24.4442076,24.03186141,23.70646129
6692,2207.341,23.47950761,23.04433012,22.74154646,22.55016723,22.82522608,22.87612347,22.91180613,23.20657987,23.63292923,24.00867388,24.07203222,24.23420836,24.10786456,24.02871978,24.01049191,23.99021085,24.04430662,24.6642182,24.9206808,24.77656949,24.92230411,24.42134368,24.03565803,23.72529158
8995,597.134,23.51463309,23.02465651,22.72567476,22.56340703,22.83678362,22.83672879,22.97903073,23.23040243,23.7138995,23.96684187,24.10021459,24.20028148,24.15821194,24.06252357,24.00785046,23.98979675,24.04858171,24.69429121,24.94015967,24.78110077,24.84922888,24.39150001,24.05466189,23.65797089
8236,1511.293,23.66554443,23.01816617,22.75414735,22.55291114,22.82774553,22.85171986,22.90780044,23.25156904,23.62906553,24.05078805,24.08237889,24.17724232,24.12177152,23.97510815,23.98078473,24.01546696,24.08371082,24.69765089,24.91566116,24.84043746,24.89439771,24.52643078,24.04798945,23.69642106
3368,1340.18,23.55447791,23.00762151,22.86668555,22.54912312,22.80615708,22.80193622,22.90655397,23.22295724,23.63759746,23.92927531,24.1576898,24.21311358,24.15597804,24.00473702,24.13490618,23.94238134,24.07569124,24.59807153,24.91402868,24.7869626,24.87280747,24.52206967,24.03902763,23.72621325
2859,349.009,23.48383136,22.97320941,22.71743867,22.53429115,22.81245584,22.84043657,22.94270561,23.26880752,23.57625259,24.01260769,24.06947165,24.19062016,24.12199251,24.01894134,24.05008547,23.94777274,24.05292327,24.62850799,24.94602093,24.79961608,24.86925745,24.46661834,24.03056262,23.64756932
9775,1078.976,23.47686665,23.06631855,22.74280268,22.55964996,22.81111118,22.86829547,22.93303358,23.22309253,23.71969629,23.97514326,24.07264228,24.20296519,24.14555214,24.02292792,24.0277104,23.99306262,24.04514148,24.66062085,24.92465188,24.76958139,24.85362598,24.41919447,24.03202328,23.7055448
9001,935.196,23.45340082,22.9409615,22.73657947,22.57052179,22.81971743,22.88542708,22.91985856,23.19442937,23.53305059,23.98401621,24.08189868,24.18434898,24.10106621,24.00665197,23.95998564,23.99572665,24.02013958,24.70512356,24.92290818,24.77507683,24.84811401,24.42936681,24.03033783,23.72263287
2094,3100.851,23.49372363,23.03043071,22.74814874,22.55031083,22.83009117,22.86346742,22.92145242,23.21208881,23.65146429,23.99562294,24.0969979,24.19455793,24.11844096,24.06522799,24.00443786,23.98021523,24.05269101,24.63795369,24.9214615,24.78663483,24.85897729,24.4309231,24.04683704,23.74619171
2606,239.566,23.52950012,23.01041957,22.74677575,22.55463602,22.83169376,22.85160574,22.88472592,23.21281443,23.6008435,23.96206031,24.05751074,24.22311842,24.15365302,24.00401349,24.01464215,23.98426031,24.03024063,24.66561316,24.94188211,24.76938292,24.82462905,24.47063099,24.01830109,23.75026989
9771,2930.124,23.49560916,23.12402816,22.7524926,22.55654681,22.82695885,22.86884163,22.88604494,23.21041442,23.65342499,23.97140986,24.07521285,24.20970544,24.12463311,24.04586058,24.00497138,23.97210581,24.05971792,24.67492209,24.92424006,24.7838405,24.84434402,24.4303951,24.0407882,23.77616232
7731,1117.01,23.50529181,23.05629652,22.74148735,22.54597749,22.81307573,22.8620877,22.94384458,23.20784147,23.58690643,23.96072412,24.06206655,24.22434475,24.10530986,24.05800944,24.05738134,24.0416228,23.9783596,24.66005348,24.92151841,24.75409234,24.82542955,24.42245912,24.06697183,23.64199182
4147,1729.127,23.48687515,23.0511256,22.7410701,22.54944664,22.82194954,22.86484224,22.91658187,23.20810321,23.71551953,23.96469936,24.06302276,24.20945852,24.12834408,24.02951412,23.99629564,23.9841385,24.06637314,24.64965975,24.91573409,24.7870734,24.85630975,24.43184245,24.0384255,23.67399525
4220,2402.105,23.49559012,23.05426339,22.73731036,22.51872998,22.82905693,22.86446287,22.91645044,23.21382281,23.66221484,23.98043113,24.04102281,24.20416638,24.11656211,24.01914606,24.03448845,23.97353712,24.10304676,24.60825168,24.89720052,24.78135971,24.8652687,24.44830964,24.03858616,23.69176981
3967,1036.905,23.44532131,23.07099054,22.75507715,22.5582055,22.8205811,22.86202787,22.91161865,23.26371131,23.66741466,23.9882263,24.05426385,24.26525685,24.09232522,24.06155806,24.01559185,23.9679022,24.09514332,24.64628752,24.92283871,24.77037772,24.88039319,24.4467454,24.03520529,23.65740998
1791,1060.957,23.51394534,23.0553603,22.71842588,22.53166172,22.82306508,22.84135923,22.90298104,23.21176883,23.63230532,23.96799958,24.05892437,24.15889301,24.10604224,24.06715757,24.01333561,23.97742027,24.05841648,24.62085591,24.91399309,24.76800763,24.82692147,24.42706813,24.04150867,23.74478336
1500,698.663,23.5029703,23.07673679,22.70613226,22.55468551,22.80185044,22.84915577,23.03030475,23.16597044,23.68395088,23.9270095,24.07798767,24.22396118,24.06604315,24.12475857,24.12609749,24.01171666,24.03264896,24.68673343,24.85793699,24.77851525,24.81307675,24.39549782,24.09494824,23.72518477
9937,874.652,23.50238369,23.05146819,22.74262444,22.55300153,22.8294707,22.86851145,22.95322177,23.21160123,23.67072141,23.98515637,24.10802584,24.22210542,24.09511526,24.03549346,24.01448599,23.92614318,24.03463471,24.64343168,24.92500754,24.78881243,24.86869008,24.46685287,24.04715851,23.68977746
9938,4459.71,23.50081865,23.0504312,22.73878143,22.55138971,22.8287223,22.856753,22.92314811,23.19608593,23.60153918,23.96375245,24.07287204,24.23459199,24.14070811,24.03590719,24.01038084,23.99171852,24.02712425,24.68069671,24.91650395,24.78421083,24.85040616,24.44223342,24.03518545,23.70544757
9939,2412.153,23.48654577,23.03364161,22.73605789,22.5524856,22.82355374,22.84835971,23.00322129,23.22420643,23.72290802,23.93625637,24.10131443,24.22760084,24.10582138,24.04422728,23.99381164,23.95845925,24.06478262,24.68601764,24.88858117,24.79796447,24.87100094,24.49851612,24.08212753,23.65817067
6101,706.303,23.51875821,23.09496832,22.73662267,22.54729535,22.81375969,22.84115398,22.94878675,23.22290633,23.72129675,23.9334315,24.07597962,24.17195292,24.111943,24.04889991,23.99797881,23.96907097,24.05615348,24.67199544,24.92930217,24.79157274,24.85810304,24.44223761,24.02307995,23.75236033
8669,3115.323,23.51688738,23.02600796,22.8130723,22.6131623,22.83501509,22.8780009,22.88998145,23.24001196,23.6315983,23.95818011,24.06908512,24.2609976,24.01208172,24.05779757,24.03429386,24.05273629,24.07707444,24.59808993,24.93065542,24.78551261,24.90782697,24.48682953,24.09170005,23.72773493
7641,1969.976,23.49442761,23.02605876,22.7609259,22.57195599,22.84060579,22.8569312,22.86168603,23.20888085,23.67552534,23.95630761,24.0681902,24.27015369,24.10335334,24.07380966,24.02837318,24.01213209,24.10340177,24.58048595,24.92107032,24.81743029,24.89829197,24.43456472,24.0250212,23.69044087
4313,2759.466,23.47309391,23.0281466,22.74736106,22.55339547,22.83419003,22.86763525,22.95757115,23.21764284,23.65131534,23.96848465,24.07619856,24.21113523,24.12799477,24.02481581,24.00113034,23.98137552,24.04676984,24.65549868,24.92385359,24.78660962,24.85083058,24.44272874,24.03967753,23.72377062
4575,1191.335,23.48924102,23.02876126,22.73910714,22.56229817,22.82215502,22.86838615,22.89101003,23.19718451,23.65022997,24.00109885,24.04981518,24.1372516,24.06898903,24.01261774,24.01235963,24.00044205,24.01764692,24.66732647,24.91881609,24.77744851,24.81665519,24.50417049,24.03980369,23.70892585
2945,1325.112,23.52410793,23.0549489,22.79051099,22.54156809,22.80580672,22.80828953,22.91385318,23.21278466,23.67812186,23.963418,24.08648772,24.19130499,24.1224712,24.06411574,24.02632336,23.99926545,24.04371255,24.64435176,24.92341992,24.77151238,24.84752287,24.44835217,24.04794771,23.7094563
3036,871.867,23.46817573,23.1478256,22.74087608,22.548344,22.83598234,22.85562789,22.867581,23.21520315,23.62800639,23.97613788,24.06911069,24.19158965,24.1078862,24.00181353,24.0230209,23.92661811,23.96124229,24.74943855,24.87190106,24.77378216,24.87550356,24.43405579,24.03384519,23.71516226
7390,671.687,23.45309737,23.02635382,22.7342486,22.55515758,22.79544176,22.85936355,22.91138396,23.18148392,23.67742146,23.92824713,24.09566618,24.19715234,24.10079391,24.01184307,23.96102269,24.04868827,24.10576512,24.64121257,24.92154,24.79425549,24.86246925,24.48363371,24.06902819,23.70262527
