dataid,total_consumption,mci_00,mci_01,mci_02,mci_03,mci_04,mci_05,mci_06,mci_07,mci_08,mci_09,mci_10,mci_11,mci_12,mci_13,mci_14,mci_15,mci_16,mci_17,mci_18,mci_19,mci_20,mci_21,mci_22,mci_23
3394,3231.543,23.52307055,23.05142715,22.74810213,22.56768368,22.83559792,22.83884438,22.92918417,23.21957338,23.67742218,23.95173534,24.06021039,24.20516259,24.11828034,24.06995046,23.99475406,23.96925402,24.05739628,24.63070164,24.91998523,24.76948318,24.86279329,24.4263541,24.03414207,23.72597904
3401,7172.031,23.53206691,23.03767624,22.74028068,22.55705806,22.8312925,22.85629777,22.98263602,23.2096493,23.71669968,23.96822334,24.04464118,24.2756503,24.14474192,24.0301129,23.98924821,23.98831265,24.04249487,24.64133282,24.91364301,24.78660005,24.85311429,24.43849115,24.04291992,23.69452088
585,1142.115,23.52221206,23.02712234,22.73763274,22.55338621,22.82817673,22.8586929,22.93422744,23.22822116,23.65600975,23.96256758,24.06532782,24.22133613,24.12255867,24.03589937,24.00307998,23.97891383,24.05728657,24.65585115,24.9125732,24.78718877,24.86075352,24.43885699,24.0398755,23.68872042
6730,1327.432,23.53829106,23.05593925,22.73551068,22.55250861,22.82023327,22.85879913,22.89588683,23.19589748,23.6556177,23.96127391,24.06605465,24.21359939,24.12278137,24.02601354,24.02026253,23.97097033,24.05033373,24.6947715,24.91738715,24.82030797,24.91868484,24.41204197,24.08548214,23.70651182
2378,1246.324,23.49383168,23.02974054,22.72655773,22.55887123,22.82387666,22.87812648,22.98669899,23.22419599,23.6553055,23.94179701,24.06068755,24.19704278,24.09563893,24.04187336,24.02013791,23.98785594,24.04727005,24.72334744,24.90131274,24.77621926,24.84498828,24.42725409,24.03528447,23.69949996
77,3127.767,23.49799198,23.06605153,22.74441016,22.55108373,22.82524191,22.8472503,22.96164575,23.21024148,23.66088847,23.95825236,24.08607151,24.17194089,24.11066346,23.99872659,24.00582464,23.98475978,24.1006012,24.65062771,24.95526757,24.78674722,24.85051934,24.42373571,24.01688107,23.6877926
6990,1193.455,23.56283713,23.01757558,22.72287872,22.57097256,22.81991726,22.88148835,22.88996572,23.23613276,23.69076442,23.93347099,24.09792814,24.28450016,24.21564647,24.08964073,24.0397332,24.02026369,24.03571962,24.66338201,24.89134978,24.74969208,24.8588969,24.44276303,24.03146426,23.74142315
3916,2522.942,23.53377401,22.97360724,22.73731679,22.57882619,22.81254655,22.82814261,22.89153376,23.22319695,23.65234723,24.01876805,24.05870382,24.20826072,24.13070805,24.0729577,24.00288212,23.97074075,24.01948389,24.65997885,24.95018825,24.8016573,24.85421689,24.45931141,24.03602161,23.74264378
2638,1133.362,23.50421932,23.01855964,22.74096695,22.5544946,22.82643841,22.86543676,22.96481281,23.2038662,23.6431759,23.93358702,24.07380831,24.21007496,24.08938201,24.03737272,24.01504828,23.95878676,24.04155651,24.63749128,24.92863139,24.76923807,24.84278793,24.46772943,24.03332472,23.78626682
1103,814.766,23.50557533,22.9577273,22.73565914,22.54406088,22.83319926,22.82856022,22.92294188,23.20335836,23.66102914,23.97216626,24.04950721,24.21142895,24.10815115,24.06456434,24.00592134,24.01774609,24.10923251,24.6026555,24.87952896,24.79173503,24.81205988,24.43883912,24.04539747,23.68001536
3918,2710.093,23.50642225,23.05469846,22.73633038,22.55104006,22.83533654,22.85018399,22.90805805,23.2100305,23.69781076,23.95991711,24.08679181,24.20221503,24.13237385,24.02416208,23.99936196,23.98152852,24.08020473,24.65384653,24.93757003,24.79677253,24.85978497,24.43335438,24.03939939,23.70341021
2129,1712.187,23.5075476,23.0391915,22.74610999,22.56389974,22.82310986,22.86374223,22.92793627,23.21158956,23.65567615,24.01842886,24.06905408,24.19914386,24.09770468,24.0264274,24.01345132,23.93529849,24.04993125,24.65827258,24.91876738,24.77870481,24.85323624,24.44278115,24.03034094,23.70984621
2641,2812.268,23.48235927,23.04272524,22.74867187,22.56142784,22.83084882,22.85774336,22.92987673,23.19165258,23.71793475,23.96806567,24.07311283,24.25463015,24.12896724,24.03344293,24.00635962,23.97256482,24.05168368,24.61873138,24.89456972,24.81015083,24.89753487,24.4361026,24.04008481,23.69669014
4946,1390.909,23.64370683,23.02471561,22.74541871,22.56639186,22.81340096,22.82274653,22.85331894,23.16565016,23.6360944,23.95971138,24.05543147,24.2639275,24.13573478,24.02562919,23.9865575,23.97081144,24.04023061,24.62688349,24.92236206,24.78860579,24.84398897,24.504432,24.03301771,23.66644284
1617,1861.889,23.47347308,23.10967185,22.73907722,22.5433789,22.8257715,22.86401961,22.96136166,23.18781349,23.66411203,23.99722156,24.05569566,24.21592972,24.10481554,24.04969553,24.0008777,23.98006256,24.04337136,24.65897592,24.94276306,24.78373328,24.86810413,24.43604814,24.03335693,23.70264461
4944,461.636,23.50026143,23.04212398,22.77840665,22.54611874,22.82332396,22.84117522,22.94668046,23.2427681,23.68681246,23.97693147,24.09335958,24.22704905,24.11915954,23.9855226,23.90322417,23.97900533,24.01614099,24.682717,24.89532227,24.79627691,24.89864412,24.44042327,24.02872282,23.63136324
7504,1681.703,23.50125873,23.04677776,22.74236298,22.54983265,22.82552782,22.85062406,22.93585621,23.21480912,23.65319932,23.95657003,24.07387375,24.21094752,24.1270617,24.04006509,24.00292798,23.96310859,24.03234517,24.66256923,24.92148694,24.77803739,24.85923433,24.45170848,24.03938473,23.76113349
4193,1761.132,23.48711229,23.05384235,22.74168369,22.55721796,22.8246294,22.8623985,22.97100532,23.20272462,23.61167395,23.98213966,24.03377181,24.18684709,24.12585703,24.00122108,23.99615026,23.96649363,24.06006847,24.65062158,24.91698221,24.79291373,24.84524387,24.47485174,24.03685568,23.6725732
8807,1090.585,23.37649999,23.13965457,22.79857411,22.50141614,22.85991159,22.78131414,22.7776834,23.05981694,23.80058204,23.9471284,24.12467457,24.32693276,24.1970455,24.08507429,23.9994886,23.99177107,24.01845409,24.76652877,24.97574834,24.72292863,24.85313814,24.42384997,24.04939387,23.70416606
3938,477.621,23.4697555,22.96825266,22.71163324,22.54917508,22.82885927,22.81983455,22.94533888,23.1931004,23.67454408,23.94513673,24.06861379,24.23577283,24.1284027,24.04899997,24.00147453,23.95270687,24.05519436,24.60894593,24.89766148,24.78434357,24.8439552,24.42296154,24.0459476,23.6245972
115,1193.7,23.46682876,23.08064455,22.74103266,22.59088097,22.82678084,22.85687274,22.92966009,23.1861519,23.47559843,24.07371932,24.03357429,24.22923117,24.13455988,24.0312587,24.02734212,24.00148634,24.14480911,24.69194845,24.98989632,24.788005,24.89526276,24.41951155,24.0650398,23.77765805
7536,1105.109,23.5139737,23.06875889,22.73429168,22.58899527,22.84912012,22.88120829,22.90739613,23.21365107,23.76937379,23.90559977,24.07639639,24.19045977,24.12702498,24.09635102,24.01391451,23.98430057,24.10095024,24.70273761,24.92108016,24.78669289,24.86477073,24.44462812,24.07135916,23.68909761
7030,286.664,23.51307631,23.04555972,22.73928378,22.5663152,22.83397717,22.84541816,22.89315274,23.20823659,23.70386157,23.9438582,24.07676602,24.22473181,24.14332571,24.02232948,24.00576204,23.9967559,24.06235761,24.66564834,24.92790649,24.8040653,24.85648744,24.46128629,24.02304462,23.73614245
4213,1230.766,23.47015926,23.03559262,22.75213424,22.55299626,22.80970603,22.85824289,22.92378035,23.1525403,23.62988352,23.98020883,24.06560396,24.21712598,24.1150203,24.04509719,24.01410519,23.98409873,24.05246136,24.64614443,24.90846447,24.80079536,24.8419045,24.44110914,24.03604858,23.71715063
8059,589.124,23.50690549,23.09580671,22.75461935,22.54662972,22.8277288,22.85389196,22.97513381,23.17855846,23.62837668,23.99720099,24.11037662,24.26312676,24.15073853,24.09647765,23.99342875,24.01146488,24.03665874,24.66873899,24.91272257,24.77920344,24.85780008,24.48224348,24.03416778,23.7221511
6266,2389.433,23.47712389,23.02282524,22.73366992,22.57278652,22.82383624,22.84784012,22.89404915,23.23039798,23.67253183,24.00558723,24.10120971,24.19131006,24.09913517,24.03444591,24.0007139,23.98098082,24.04790978,24.66704608,24.91647315,24.78556904,24.82709539,24.44303511,24.03814806,23.76008021
8317,792.29,23.50188197,23.10466474,22.76242461,22.57306856,22.84345321,22.85737986,22.89943556,23.22361791,23.6996047,23.96603611,24.05834538,24.20145044,24.11685422,24.03733523,24.01611137,23.97535238,24.05098152,24.66145393,24.92337305,24.78901283,24.84971591,24.43631621,24.0428342,23.71244319
8829,1355.738,23.46719491,23.04128955,22.74291667,22.56142228,22.82841793,22.85772993,22.96260637,23.2305125,23.68233732,23.93049719,24.08047091,24.21065321,24.15592792,24.04524365,24.00043321,23.99864346,24.05463307,24.62126126,24.91885957,24.78636839,24.84933726,24.42370956,24.05544127,23.67675415
9085,2436.933,23.49087502,23.11034332,22.71435398,22.54111463,22.85436484,22.87004367,22.98140037,23.23382437,23.70161104,24.05783926,24.08480265,24.1214782,24.09189328,24.04464084,24.03186725,23.97235236,24.04857125,24.60008354,24.91916821,24.80044542,24.88397052,24.46096621,24.03757903,23.6671593
3192,1803.141,23.48880702,23.02266152,22.72545464,22.5988394,22.8575745,22.85066727,22.97837448,23.20322798,23.59989048,23.98918325,24.07688339,24.20414635,24.12796711,24.08963408,24.10207389,23.90739083,24.00663553,24.77384377,24.96516211,24.79990971,24.94103492,24.46503792,24.03056362,23.70581824
2171,2225.637,23.39476899,23.18104985,22.74677056,22.57365307,22.8242414,22.8257932,22.86712551,23.2140658,23.6880476,23.93071334,24.08701404,24.19204306,24.18672781,24.10142545,24.0065835,24.0409599,24.04622416,24.65685921,24.92135326,24.82464846,24.85400201,24.48085346,24.02725642,23.72685893
890,1287.688,23.4927322,22.966247,22.70600907,22.5607395,22.84411961,22.86478429,22.93092942,23.22261247,23.60621102,23.97267103,24.06759704,24.15909702,24.10826216,24.01704612,23.98741931,23.98348855,24.04702808,24.75036228,24.92744049,24.79649533,24.84765551,24.42858206,24.05363096,23.69479331
6264,821.982,23.45625119,22.99228086,22.73061359,22.5301174,22.83957927,22.89538219,22.84387788,23.23231858,23.66907865,24.01471985,24.10232837,24.21275749,24.11511794,24.03531991,23.96842057,24.01202697,24.11793323,24.59960427,24.90050548,24.79453912,24.7696223,24.41505294,24.05386584,23.61084621
4473,564.611,23.46373861,23.01780054,22.74801651,22.54239267,22.83851134,22.847023,22.99515709,23.26966149,23.62758763,23.95398674,24.08954399,24.19138855,24.10214973,24.0376248,23.95793974,23.9570314,24.01665443,24.71781375,24.92659601,24.77412207,24.8023565,24.40155889,24.05706289,23.80118545
379,3539.137,23.49278688,23.10402938,22.72719339,22.55140427,22.82946995,22.85017433,22.93394336,23.21422098,23.63544316,23.95924478,24.09058645,24.20643342,24.14461734,24.07541832,24.0129941,23.96236181,24.01602278,24.67026219,24.90600835,24.81371687,24.84834068,24.38727861,24.03872292,23.7914564
9343,868.826,23.50044921,23.02233836,22.74784578,22.56659475,22.83179551,22.84505705,22.9068794,23.21494664,23.67461341,23.9581068,24.07150612,24.20957522,24.12616882,24.0634146,23.99675926,23.9725339,24.06783603,24.65157833,24.93525921,24.78695074,24.8537185,24.45498566,24.02554454,23.68134559
1403,484.447,23.4735114,23.09741116,22.73580965,22.57541001,22.81305091,22.8454378,22.90965981,23.22161307,23.72572936,24.02971359,24.06535724,24.20038803,24.05663965,24.04085098,23.98920293,23.97899562,24.03789565,24.65793714,24.91280717,24.7911405,24.84286273,24.41331707,24.06550881,23.64289594
7800,227.365,23.48735008,23.10161873,22.73199876,22.56351524,22.8179323,22.86160773,22.93277981,23.1810356,23.63954291,23.97690516,24.05893624,24.18471414,24.09984421,24.03069891,24.01311703,23.95978807,24.05650053,24.62834694,24.94351835,24.78973846,24.86963824,24.41977427,24.01376684,23.75656024
7024,867.288,23.48386828,22.97500669,22.73978924,22.55780807,22.833162,22.82534861,22.86954203,23.1978474,23.70102576,23.97156546,24.08560272,24.21117954,24.1301864,24.03820833,24.01639235,23.98730805,24.04622298,24.67046079,24.92487549,24.79597334,24.87486733,24.39916864,24.03271991,23.74847019
7793,1041.626,23.47977429,23.05270081,22.73947918,22.55868244,22.82988959,22.86777601,22.91279819,23.21511041,23.65409307,24.02055476,24.06798125,24.18350419,24.13552078,24.01630774,24.00032753,23.99199261,24.04230023,24.67807665,24.9063452,24.78163762,24.85074206,24.45211639,24.06425893,23.81193375
101,496.776,23.49654775,23.02795931,22.74255512,22.54873584,22.84336487,22.86127088,22.94010926,23.2052977,23.61602511,23.99066246,24.0758188,24.2181607,24.12889637,24.01496981,23.99509917,24.01644196,24.01616901,24.68539044,24.93165025,24.81201322,24.82532753,24.453933,24.02723788,23.69082867
2931,1230.691,23.46753288,23.04598917,22.74378983,22.5460054,22.83315224,22.87457712,22.8938822,23.18854653,23.66275023,23.94646284,24.06654004,24.2065807,24.11657404,24.04521498,23.99600687,24.00312734,24.07002859,24.62571215,24.9308697,24.79628355,24.84477424,24.46345712,24.03422404,23.71003913
871,897.08,23.48802819,23.10281859,22.77360387,22.5416488,22.82946881,22.83820647,22.91068984,23.13207759,23.62645951,23.98978727,24.07220542,24.14188066,24.11219358,24.03115009,24.10338926,23.98469584,24.06098243,24.63505978,24.98912437,24.76003399,24.8437891,24.45528635,24.04849214,23.64072799
7787,2303.403,23.6113908,23.09483062,22.73990962,22.55090604,22.82485865,22.82533867,22.97184023,23.18145671,23.57560137,23.98887609,24.08483081,24.24169098,24.09831275,23.988082,24.01346932,23.9735293,24.05634018,24.52482197,24.93971582,24.78683946,24.83275455,24.51128937,24.06298564,23.67134412
1642,1490.334,23.51097574,23.04310448,22.73612421,22.55025167,22.82213473,22.83072362,22.9009952,23.2106909,23.64191356,23.96692348,24.06375699,24.21036567,24.14407851,24.03586222,23.99321453,23.95752503,24.03782808,24.64643798,24.9314928,24.83904799,24.85490053,24.44401476,24.03515177,23.86283557
6248,2780.129,23.55699282,23.07321217,22.75380088,22.55467367,22.8304556,22.83925311,22.92612035,23.21386586,23.77475945,23.95908559,24.07219828,24.1886589,24.12417591,24.00902403,24.00774512,24.01851403,24.06630784,24.62953229,24.92023677,24.79939924,24.87132256,24.43533621,24.04088975,23.77623804
7016,3221.398,23.47371382,23.04138578,22.7329829,22.5538369,22.8254239,22.85463033,22.93403104,23.20654101,23.66349541,24.043821,24.06717018,24.19963653,24.14022007,24.0300009,23.9977471,23.9778835,24.05214093,24.6529369,24.92096895,24.78360489,24.87213347,24.46015529,24.03819879,23.68784039
2925,1824.136,23.50909092,22.96740624,22.74131284,22.57973658,22.85091715,22.81690241,22.94343371,23.21955763,23.68589804,23.96168905,24.07836557,24.20898663,24.131488,24.04437671,24.0177364,23.96597411,24.04912824,24.67489241,24.89512689,24.73932511,24.847617,24.38533116,24.05255418,23.802526
2156,1254.894,23.5002343,22.96134379,22.74993781,22.56640101,22.88895436,22.85663161,23.06116843,23.22683167,23.5948882,24.01995398,24.08289326,24.24298902,24.20825908,23.97746722,24.01068019,23.98092267,23.9973376,24.81266722,24.90761283,24.84134891,24.88644391,24.44417019,24.01065061,23.73956721
8046,2547.134,23.49875569,23.00133612,22.73954154,22.55738667,22.82912277,22.87050955,22.89385802,23.2123257,23.67745791,23.99251429,24.14878931,24.1674633,24.14859498,24.02153967,24.00776156,23.99268318,24.06313602,24.6451001,24.92563729,24.78315964,24.86280439,24.44209478,24.04438584,23.64053671
2158,1644.316,23.52151116,23.03069224,22.74915729,22.56137845,22.82596361,22.86048298,22.92182583,23.20340539,23.64404847,23.95862443,24.07168225,24.200056,24.11869183,24.02739049,23.99768508,23.95919693,24.04251223,24.7220984,24.94719488,24.79592915,24.85558379,24.45859971,24.03560303,23.70323847
8555,863.283,23.50046296,23.060759,22.7181648,22.54048556,22.84088218,22.8533216,22.91962159,23.19829328,23.6173576,23.97551425,24.10384195,24.12031915,24.22187058,24.02513587,24.01902268,24.00779591,24.03118022,24.68426685,24.93529522,24.80053632,24.8541133,24.43669916,24.03397441,23.69750075
7788,3241.904,23.53014755,23.0670298,22.73943958,22.55824685,22.82931872,22.85975905,22.98988703,23.18664496,23.68298107,23.98259832,24.06193016,24.17029154,24.089526,23.95945644,24.01787544,24.0242103,24.0367074,24.64952592,24.92466367,24.78238727,24.8483976,24.44818479,24.04296709,23.71067302
624,1386.996,23.50213062,23.01587587,22.74235847,22.56639436,22.83420426,22.84987185,23.04081343,23.19374816,23.63199823,23.94951624,24.04387676,24.263843,24.15297294,24.07413712,23.98677636,24.07811878,24.14427591,24.63048746,24.95251164,24.7560566,24.87454884,24.43151335,24.0447141,23.7026193
1392,2466.58,23.49195893,23.08244361,22.73922763,22.5571762,22.82449127,22.85657525,22.92184915,23.22422301,23.61346186,23.99531643,24.04921392,24.1997902,24.14295901,24.02033433,24.00866444,23.99394629,24.03979213,24.70526361,24.94195577,24.78796797,24.83190899,24.51283523,24.03929509,23.70811875
114,1935.957,23.50750902,23.03921383,22.73339512,22.56242201,22.82706608,22.84417863,22.93091494,23.2224742,23.6735754,23.99404456,24.06754866,24.18913025,24.11572397,24.03421965,23.999908,23.96964954,24.05558785,24.67154981,24.93274065,24.79461316,24.8565545,24.43367778,24.03010274,23.768773
370,1003.035,23.49034822,23.04149161,22.73528398,22.55087515,22.82943802,22.86101116,22.91214975,23.20065149,23.6327689,23.95282384,24.07620477,24.21503162,24.12170709,24.02053784,23.99511976,23.97455919,24.0742545,24.64635552,24.91953396,24.79325762,24.81890064,24.52303941,24.03291256,23.69577075
3392,1364.54,23.48460962,23.03247396,22.74301045,22.55201364,22.82484002,22.84951518,22.94216341,23.22138139,23.69109247,23.97197266,24.07224337,24.21501196,24.09325336,24.05289549,24.00200415,23.98564614,24.06853915,24.65846218,24.91831365,24.77430582,24.84579607,24.45424263,24.03776779,23.69952139
3649,1520.133,23.47998557,23.03159687,22.74249768,22.56278161,22.8274983,22.8590848,22.88442561,23.20556877,23.66409567,23.97795669,24.06606453,24.19822544,24.11861724,24.01261611,24.00862047,23.99231748,24.0488791,24.65159237,24.9221032,24.78680578,24.85416741,24.45473551,24.03340765,23.72641674
3134,497.885,23.50063787,23.01244732,22.76957092,22.55162815,22.84545793,22.84746392,22.90896081,23.22227814,23.69057466,23.95199249,24.10374814,24.20826087,24.11497285,24.06506561,24.00269997,23.99082562,24.06727348,24.70080065,24.91474737,24.79958994,24.85945478,24.43159613,24.02877989,23.69374105
781,1038.115,23.51208077,23.08835765,22.73493973,22.55001287,22.83424827,22.84653155,22.91007622,23.22724011,23.60110148,23.94507079,24.06960689,24.23634223,24.16014123,24.02900413,23.99393503,23.97780189,24.047443,24.6791329,24.95759989,24.77756431,24.84438449,24.42313093,24.04259413,23.82023866
6412,2066.332,23.49537501,23.05854132,22.74131392,22.54949027,22.8262982,22.84773721,22.90789398,23.17893208,23.77110941,23.97165954,24.05817083,24.21116229,24.17859331,24.03177776,24.00616358,24.00206573,24.06701308,24.64686881,24.91622746,24.78888812,24.86851505,24.4389166,24.0457631,23.70344983
1551,541.151,23.54181286,23.09442851,22.76139826,22.56160775,22.8149644,22.86884213,22.89486238,23.20620499,23.64634095,23.98877902,24.10929817,24.20251525,24.10991689,24.05819023,24.01189204,23.98156809,24.05745271,24.65013314,24.89514304,24.74079944,24.8111056,24.44147125,24.04982257,23.73561995
6423,1626.951,23.48303567,23.05057406,22.75190096,22.56595672,22.81168855,22.86535353,22.89746053,23.19496791,23.65438614,23.97209531,24.07091098,24.21422117,24.12858032,24.03135519,23.997175,23.97554454,24.09280855,24.58245106,24.94967058,24.77443642,24.85916416,24.43870126,24.05198037,23.66889969
4375,3006.675,23.49201607,23.06260892,22.73773086,22.55596835,22.82936529,22.8540838,22.92808337,23.21060974,23.65465535,23.97004958,24.07022975,24.20713642,24.1090761,24.03190637,24.00703062,23.97948775,24.04775291,24.64992343,24.9181081,24.78632306,24.85181066,24.43600075,24.03561774,23.69725947
